Distance
10.32
7.9879999999999995
3.7710000000000004
11.662
11.373
11.057
10.697000000000001
10.379000000000001
9.943
9.663
8.22
5.005
4.848
4.659
11.318
10.311
8.385
6.47
11.435
11.265
11.038
10.767000000000001
10.231
9.718
9.718
9.312999999999999
8.728
8.386000000000001
8.086
7.763
5.827000000000001
4.542
4.329
4.0889999999999995
2.8169999999999997
10.274000000000001
8.482000000000001
4.988
11.312000000000001
11.247
10.263
8.359
6.405
10.342
9.56
5.367999999999999
11.224
10.021
7.146
5.796
4.644
11.509
10.433
7.94
5.662999999999999
11.035
10.546
9.391
8.907
