,0,1,2
0,0.49515638599574113,0.49515638599574113,434.0
1,0.4702389430372758,0.47541594373391666,434.0
2,0.008257409363229634,0.17073299317469806,434.0
3,0.4877511848104514,0.4877511848104514,434.0
4,0.5000000000000004,0.5000000000000004,434.0
5,0.4843195844872972,0.4843195844872972,434.0
6,0.21564442855509902,0.21564442855509902,434.0
7,0.4932462597419822,0.4932462597419822,434.0
8,0.4999999999999999,0.4999999999999999,434.0
9,0.49999999999999956,0.49999999999999956,434.0
10,0.49268432299575365,0.49268432299575365,434.0
11,0.4999999999999999,0.4999999999999999,434.0
12,0.4934416640321038,0.4934416640321038,434.0
13,0.49940017698611683,0.49940017698611683,434.0
14,0.4432890220553023,0.4432890220553023,434.0
15,0.42492808140979116,0.42492808140979116,434.0
16,0.4558931165186047,0.4558931165186047,434.0
17,0.4874171931724916,0.4874171931724916,434.0
18,0.4262350623289809,0.4262350623289809,434.0
19,0.5000000000000008,0.5000000000000008,434.0
20,0.45091962074516245,0.45091962074516245,434.0
21,0.4473342238945419,0.4473342238945419,434.0
22,0.46979086754475136,0.46979086754475136,434.0
23,0.45584657533778883,0.45584657533778883,434.0
24,0.45613647590168105,0.45613647590168105,434.0
25,0.47715955562162476,0.47715955562162476,434.0
26,0.48776310931048567,0.4918363654717786,434.0
27,0.4659142403787844,0.4659142403787844,434.0
28,0.4950051454172638,0.4950051454172638,434.0
29,0.49971403215055643,0.49971403215055643,434.0
30,0.49252578811019554,0.49252578811019554,434.0
31,0.49999999999999944,0.49999999999999944,434.0
32,0.3669444592888096,0.4213447142122216,434.0
33,0.3624950935209842,0.42948076194752594,434.0
34,0.3416870331170986,0.4072459140438885,434.0
35,0.001355013772636348,0.0667914342453016,434.0
36,0.02925015301453551,0.02925015301453551,434.0
37,0.04122199892753296,0.04122199892753296,434.0
38,0.0071415364328481865,0.01681746634325518,434.0
