,0,1,2
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,267.3654920744523,267.3654920744523,267.3654920744523
11,266.2023583771509,266.2023583771509,266.2023583771509
12,266.2146122655582,300.5166809215492,334.8187495775403
13,264.56309082954,264.56309082954,264.56309082954
14,265.04761708020976,265.04761708020976,265.04761708020976
15,259.1504418490383,259.1504418490383,259.1504418490383
16,265.19545748539105,265.19545748539105,265.19545748539105
17,265.1458048084508,265.1458048084508,265.1458048084508
18,264.5682626185056,264.5682626185056,264.5682626185056
19,257.8768848054516,260.3176283383433,263.10031653216
20,264.17237265709076,264.17237265709076,264.17237265709076
21,260.04494740784594,260.04494740784594,260.04494740784594
22,257.9243739673479,257.9243739673479,257.9243739673479
23,258.41526065610617,258.41526065610617,258.41526065610617
24,256.3813441837955,256.3813441837955,256.3813441837955
25,264.77374185557875,264.77374185557875,264.77374185557875
26,251.36423511893034,251.36423511893034,251.36423511893034
27,260.24039652684604,260.24039652684604,260.24039652684604
28,252.24634783630344,254.5348486722468,257.29642081985304
29,259.65738854994623,259.65738854994623,259.65738854994623
30,260.88736701124014,260.88736701124014,260.88736701124014
31,261.93019733315464,279.33241833524573,287.313738296446
32,294.6138397263417,294.6138397263417,294.6138397263417
33,296.72837256408457,296.72837256408457,296.72837256408457
34,294.8394020823267,294.8394020823267,294.8394020823267
35,297.03139993356393,297.03139993356393,297.03139993356393
36,299.708557902737,299.708557902737,299.708557902737
37,298.2277274548567,298.2277274548567,298.2277274548567
38,300.54264000875787,300.54264000875787,300.54264000875787
