,0,1,2
0,99.07178084596038,99.07178084596038,99.07178084596038
1,99.03510686559493,101.24949241493682,103.18026040560203
2,97.28571385496359,212.35479107962132,270.29131850834295
3,99.11839765683015,99.11839765683015,99.11839765683015
4,109.52046534779406,109.52046534779406,109.52046534779406
5,110.74788486758126,110.74788486758126,110.74788486758126
6,121.84777737686431,121.84777737686431,121.84777737686431
7,110.24807987072543,110.24807987072543,110.24807987072543
8,131.439493782902,131.439493782902,131.439493782902
9,137.1376919469376,137.1376919469376,137.1376919469376
10,139.53379400983752,139.53379400983752,139.53379400983752
11,130.93272497286972,130.93272497286972,130.93272497286972
12,164.1580737890817,164.1580737890817,164.1580737890817
13,154.25359677880488,154.25359677880488,154.25359677880488
14,171.2156254965431,171.2156254965431,171.2156254965431
15,172.99650437835464,172.99650437835464,172.99650437835464
16,170.29903760263883,170.29903760263883,170.29903760263883
17,172.4794899393636,172.4794899393636,172.4794899393636
18,170.25121248164555,170.25121248164555,170.25121248164555
19,176.59869459541466,176.59869459541466,176.59869459541466
20,177.42429502300263,177.42429502300263,177.42429502300263
21,177.4222302002522,177.4222302002522,177.4222302002522
22,177.39986574691537,177.39986574691537,177.39986574691537
23,181.66305214227157,181.66305214227157,181.66305214227157
24,186.258794003577,186.258794003577,186.258794003577
25,193.34261075763519,193.34261075763519,193.34261075763519
26,188.88340860012127,189.96154035454174,191.54754307942483
27,228.10465830492257,228.10465830492257,228.10465830492257
28,224.7436464258441,224.7436464258441,224.7436464258441
29,222.86786894929898,222.86786894929898,222.86786894929898
30,228.38849647799876,228.38849647799876,228.38849647799876
31,229.09009157114224,229.09009157114224,229.09009157114224
32,253.99826353903546,276.498704981454,291.23811408892385
33,252.73330970499768,263.26736520716474,292.7337803070724
34,260.20590649815813,272.55293353238443,292.27114217133527
35,301.8998334890816,334.6041135122178,351.0734174171129
36,319.59933658291726,319.59933658291726,319.59933658291726
37,320.3229150771332,320.3229150771332,320.3229150771332
38,323.6373802025162,325.9454419941164,328.6698369138057
