,0,1,2
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,292.2949524919284,292.2949524919284,292.2949524919284
9,292.6638863379822,292.6638863379822,292.6638863379822
10,288.5745952586898,288.5745952586898,288.5745952586898
11,290.05246775133537,305.5001653871334,320.94786302293136
12,270.55997345989175,270.55997345989175,270.55997345989175
13,278.09045898532315,278.09045898532315,278.09045898532315
14,289.2234784847723,289.2234784847723,289.2234784847723
15,301.96627819124114,303.84683871519246,305.15928873214165
16,326.22437239380736,326.22437239380736,326.22437239380736
17,328.9017612227585,328.9017612227585,328.9017612227585
18,320.63341938843706,320.63341938843706,320.63341938843706
19,320.75698352826186,320.75698352826186,320.75698352826186
20,307.30195495687866,307.30195495687866,307.30195495687866
21,300.3526208006219,300.3526208006219,300.3526208006219
22,286.35992599734465,293.25899393949874,299.14907637282147
23,317.2863366814972,317.2863366814972,317.2863366814972
24,316.06715576034486,316.06715576034486,316.06715576034486
25,312.6030455237448,312.6030455237448,312.6030455237448
26,312.7376199495062,312.7376199495062,312.7376199495062
27,318.1993149894457,318.1993149894457,318.1993149894457
28,312.347924786391,312.347924786391,312.347924786391
29,312.47673392474576,312.47673392474576,312.47673392474576
30,309.69200154722404,309.69200154722404,309.69200154722404
31,306.83480082209934,306.83480082209934,306.83480082209934
32,299.315858269076,299.315858269076,299.315858269076
33,300.7571828252189,300.7571828252189,300.7571828252189
34,297.84300828657035,297.84300828657035,297.84300828657035
35,189.53223395254648,242.39334980915635,295.2544656657662
36,273.7660581336339,273.7660581336339,273.7660581336339
37,264.5513409651845,268.31117717600756,271.93292831060046
38,266.6205693892294,269.28682524999965,272.7567705986138
