Distance
2.817421369
3.770826723
4.089372347
4.328847057
4.542200831
4.644303814
4.658542733
4.848472941
4.988134028
5.00526686
5.3677774
5.663487941
5.795544459
5.826526835
6.404503968
6.469654296
7.146098564
7.763494674
7.939724393
7.987618733
8.086387154
8.220036518
8.358539905
8.384754716
8.386126007
8.481786925
8.728144898
8.906593811
9.312839877
9.391112239
9.55959589
9.662678444
9.717885492
9.7178856
9.943467708
10.02122699
10.23120518
10.26251309
10.27406544
10.31107177
10.32031415
10.34244271
10.37882613
10.43322205
10.54590433
10.69743479
10.76674716
11.03541539
11.03841226
11.05683571
11.22412646
11.24675086
11.26459593
11.3122931
11.31788047
11.37250928
11.43508697
11.50874186
11.66186194
